800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000101;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000102;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000103;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000104;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000105;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000106;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000107;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000108;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000109;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000110;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000111;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000112;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000113;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000114;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000115;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000116;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000117;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000118;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000119;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000120;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000121;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000122;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000123;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000124;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000201;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000202;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000203;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000204;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000205;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000206;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000207;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000208;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000209;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000210;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000211;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000212;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000301;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000303;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000305;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000307;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000309;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000311;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000402;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000404;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000406;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000408;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000410;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000412;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000501;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000503;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000505;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000507;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000509;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000511;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000601;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000602;1   0;1   0;1   0;1   0
800;2846b879-961a-4625-89e6-3e4f6c1a1e98;6  101000000603;1   0;1   0;1   0;1   0
